date,modal_price,min_price,max_price,markets_reporting,varieties_reporting,rows_reporting,tavg,tmin,tmax,prcp,wdir,wspd,pres,msp_applicable,msp_value_per_quintal,govt_procurement_active,pmfby_insurance_active,state_scheme_active,harvest_season_active,price_impact_direction
2022-09-14,2375.0,2325.0,2425.0,2,2,2,23.5,20.19,27.78,3.14,256.4,10.512,1013.9535072156302,,,,,,,
2022-09-15,2350.0,2250.0,2400.0,1,1,1,23.41,19.91,28.05,0.06,259.1,10.728,1014.0601717966543,,,,,,,
2022-09-16,2350.0,2300.0,2450.0,1,1,1,23.67,19.7,28.04,0.24,260.6,9.504000000000001,1011.9268801761713,,,,,,,
2022-09-18,2150.0,2100.0,2200.0,1,1,1,23.95,20.07,28.4,2.07,265.8,10.656,1012.3535385002677,,,,,,,
2022-09-19,2250.0,2200.0,2300.0,2,2,2,23.19,19.89,26.75,0.2,261.8,11.592,1012.1402093382195,,,,,,,
2022-09-20,2125.0,2075.0,2175.0,2,2,2,23.33,19.72,28.24,0.01,263.8,10.692,1011.8202155951471,,,,,,,
2022-09-21,2125.0,2075.0,2175.0,2,2,2,23.55,19.87,28.44,0.01,260.1,12.168,1011.8202155951471,,,,,,,
2022-09-22,2050.0,2000.0,2100.0,1,1,1,23.21,19.92,28.13,0.01,261.2,12.06,1012.4602030812921,,,,,,,
2022-09-23,2050.0,2000.0,2100.0,1,1,1,23.32,19.88,28.08,0.02,264.1,10.98,1012.7801968243646,,,,,,,
2022-09-30,2050.0,2000.0,2100.0,1,1,1,22.92,20.38,26.61,2.41,261.5,13.32,1011.3935572710504,,,,,,,
2022-10-05,2200.0,2100.0,2300.0,1,1,1,22.75,20.6,26.01,1.59,249.1,12.168,1010.0069177177364,,,,,,,
2022-10-07,2050.0,2000.0,2100.0,1,1,1,22.63,17.75,28.38,0.05,259.0,9.9,1010.9668989469538,,,,,,,
2022-10-11,1150.0,1100.0,1180.0,1,1,1,24.36,19.85,28.95,7.8,224.6,4.896000000000001,1012.1402093382195,,,,,,,
2022-10-20,2200.0,2000.0,2800.0,1,1,1,23.7,20.95,27.41,13.96,224.1,5.292,1013.6335134725578,,,,,,,
2022-11-03,2062.5,2025.0,2090.0,2,2,2,22.79,18.54,27.08,7.09,61.0,8.784,1013.3135197294853,,,,,,,
2022-11-21,2100.0,2000.0,2150.0,1,1,1,22.45,17.69,27.32,0.0,340.8,3.8880000000000003,1012.2468739192437,,,,,,,
2022-11-23,2150.0,2100.0,2200.0,1,1,1,22.51,18.59,27.48,0.74,262.3,7.02,1012.9935259864129,,,,,,,
2022-11-24,2100.0,2000.0,2200.0,1,1,1,23.52,19.47,28.2,0.39,153.8,4.464,1013.2068551484612,,,,,,,
2022-12-01,2200.0,2000.0,2500.0,1,1,1,22.95,16.07,27.7,0.56,79.2,9.72,1013.100190567437,,,,,,,
2022-12-12,2000.0,1700.0,2200.0,1,1,1,22.71,20.17,26.81,8.08,224.6,8.352,1011.2868926900263,,,,,,,
2022-12-13,1975.0,1950.0,2000.0,1,1,1,22.99,19.78,27.2,21.94,107.2,6.5520000000000005,1013.3135197294853,,,,,,,
2022-12-15,2000.0,1700.0,2200.0,1,1,1,21.32,16.24,27.12,0.07,72.5,10.044,1013.3135197294853,,,,,,,
2022-12-21,2175.0,2100.0,2250.0,2,2,2,21.96,16.84,27.52,0.0,58.1,8.856,1012.1402093382195,,,,,,,
2022-12-22,2100.0,2000.0,2200.0,1,1,1,21.34,16.33,27.72,0.0,56.2,7.956,1012.4602030812921,,,,,,,
2022-12-26,2350.0,2300.0,2400.0,1,1,1,22.94,19.65,27.68,3.83,67.8,14.832,1015.0201530258717,,,,,,,
2022-12-27,2350.0,2300.0,2400.0,1,1,1,22.85,19.42,27.35,1.94,75.8,12.6,1016.1934634171374,,,,,,,
2022-12-29,2100.0,2000.0,2200.0,1,1,1,22.37,17.8,28.44,0.0,79.4,11.196,1018.7534133617173,,,,,,,
2023-01-04,2250.0,2200.0,2270.0,1,1,1,21.39,16.51,27.87,0.0,79.3,11.196,1016.51345716021,,,,,,,
2023-01-06,2203.333333,2126.666667,2250.0,3,3,3,21.63,15.45,28.09,0.0,68.4,12.852,1017.9000967135241,,,,,,,
2023-01-09,2155.0,2100.0,2220.0,2,2,2,21.16,13.85,28.87,0.0,74.5,10.692,1017.4734383894273,,,,,,,
2023-01-10,2175.0,2100.0,2245.0,2,2,2,20.15,13.47,28.95,0.0,70.3,11.808,1016.7267863222582,,,,,,,
2023-01-12,2150.0,2083.333333,2226.666667,3,2,3,20.66,13.86,29.88,0.0,79.7,9.54,1014.486830120751,,,,,,,
2023-01-13,2250.0,2240.0,2260.0,1,1,1,20.92,14.29,29.77,0.0,89.0,8.244,1015.126817606896,,,,,,,
2023-01-23,2050.0,1435.0,2162.5,2,2,2,23.18,17.02,29.18,2.75,85.5,9.864,1014.0601717966543,,,,,,,
2023-01-24,2270.0,2250.0,2300.0,1,1,1,22.75,17.9,28.78,2.95,95.2,7.956,1014.3801655397268,,,,,,,
2023-01-25,2320.0,2300.0,2340.0,1,1,1,22.42,15.97,30.62,0.02,90.0,9.468,1014.0601717966543,,,,,,,
2023-01-27,2240.0,2210.0,2266.666667,3,3,3,21.34,14.19,30.35,0.0,75.6,10.512,1014.1668363776785,,,,,,,
2023-01-30,2320.0,2290.0,2340.0,1,1,1,24.1,17.42,30.74,0.4,78.6,7.38,1013.5268488915335,,,,,,,
2023-01-31,2320.0,2290.0,2340.0,1,1,1,24.31,18.2,32.42,0.04,57.5,9.072000000000001,1012.7801968243646,,,,,,,
2023-02-01,2235.0,2175.0,2300.0,2,2,2,24.51,18.12,32.71,0.0,62.2,10.656,1012.9935259864129,,,,,,,
2023-02-02,2250.0,2180.0,2275.0,2,2,2,23.28,18.07,28.72,1.32,65.4,12.384,1013.6335134725578,,,,,,,
2023-02-03,2270.0,2250.0,2300.0,1,1,1,24.04,17.87,31.21,3.57,74.5,11.088000000000001,1013.8468426346061,,,,,,,
2023-02-06,2270.0,2250.0,2300.0,1,1,1,23.68,16.98,32.6,0.0,86.0,9.216000000000001,1013.6335134725578,,,,,,,
2023-02-07,2240.0,2220.0,2250.0,1,1,1,23.98,16.37,32.35,0.0,90.2,7.056,1013.6335134725578,,,,,,,
2023-02-09,2150.0,2075.0,2235.0,2,2,2,23.66,16.45,32.63,0.0,77.2,9.54,1014.7001592827993,,,,,,,
2023-02-10,2225.0,2150.0,2300.0,2,2,2,23.42,16.04,32.98,0.0,73.9,12.168,1015.126817606896,,,,,,,
2023-02-12,2000.0,1900.0,2100.0,1,1,1,23.29,15.27,33.44,0.0,81.6,11.376000000000001,1015.6601405120168,,,,,,,
2023-02-13,2250.0,2230.0,2300.0,1,1,1,23.46,14.93,33.71,0.0,81.8,12.924,1015.8734696740651,,,,,,,
2023-02-14,2265.0,2240.0,2300.0,1,1,1,23.49,15.22,33.26,0.0,84.0,9.828,1015.0201530258717,,,,,,,
2023-02-15,2250.0,2200.0,2300.0,1,1,1,23.9,15.45,34.36,0.0,79.1,9.972,1013.6335134725578,,,,,,,
2023-02-16,2155.0,2083.333333,2233.333333,3,3,3,23.62,15.5,33.63,0.0,79.6,13.104000000000001,1014.486830120751,,,,,,,
2023-02-17,2225.0,2200.0,2250.0,1,1,1,23.52,15.75,33.37,0.0,79.4,11.952,1014.9134884448476,,,,,,,
2023-02-20,2265.0,2210.0,2300.0,1,1,1,25.69,16.49,34.98,0.0,93.0,6.372,1015.0201530258717,,,,,,,
2023-02-21,2222.5,2165.0,2275.0,2,2,2,25.2,17.4,34.95,0.0,83.0,9.828,1015.4468113499685,,,,,,,
2023-02-22,2225.0,2200.0,2250.0,1,1,1,24.86,15.88,34.89,0.0,76.0,12.168,1015.0201530258717,,,,,,,
2023-02-24,2210.0,2200.0,2230.0,1,1,1,25.3,17.08,35.15,0.0,84.5,9.324,1015.8734696740651,,,,,,,
2023-02-26,2050.0,2000.0,2100.0,1,1,1,24.49,16.34,34.44,0.0,82.8,13.716000000000001,1017.6867675514756,,,,,,,
2023-02-27,2085.0,1925.0,2200.0,2,2,2,23.78,15.83,33.53,0.0,78.1,13.895999999999999,1017.4734383894273,,,,,,,
2023-02-28,2165.0,2100.0,2220.0,2,2,2,25.51,15.62,32.22,0.01,80.1,13.607999999999999,1017.6867675514756,,,,,,,
2023-03-01,2128.333333,2076.666667,2180.0,3,3,3,26.66,20.15,33.76,0.05,85.9,17.28,1017.2601092273791,1,1962,0,1,1,0,Price_Floor
2023-03-02,2120.0,1965.0,2230.0,2,2,2,25.06,15.9,34.75,0.02,73.7,14.796000000000001,1018.0067612945481,1,1962,0,1,1,0,Price_Floor
2023-03-03,2255.0,2240.0,2270.0,1,1,1,24.88,15.43,34.91,0.0,75.2,15.624,1018.4334196186448,1,1962,0,1,1,0,Price_Floor
2023-03-06,2255.0,2240.0,2270.0,1,1,1,25.6,17.19,34.01,0.0,79.9,12.384,1015.9801342550892,1,1962,0,1,1,0,Price_Floor
2023-03-07,2230.0,2220.0,2240.0,1,1,1,25.33,18.15,33.97,0.0,76.4,12.888,1015.5534759309925,1,1962,0,1,1,0,Price_Floor
2023-03-09,2220.0,2200.0,2240.0,1,1,1,26.23,18.64,34.18,0.0,82.7,13.788,1015.0201530258717,1,1962,0,1,1,0,Price_Floor
2023-03-10,2050.0,1900.0,2210.0,2,1,2,26.15,18.96,33.66,0.0,84.8,12.6,1014.486830120751,1,1962,0,1,1,0,Price_Floor
2023-03-14,2240.0,2220.0,2260.0,1,1,1,27.64,19.09,35.88,0.0,98.3,8.856,1012.1402093382195,1,1962,0,1,1,0,Price_Floor
2023-03-15,2220.0,2210.0,2230.0,1,1,1,28.93,21.39,37.22,0.22,137.4,4.932,1011.6068864330989,1,1962,0,1,1,0,Price_Floor
2023-03-24,2100.0,2000.0,2200.0,1,1,1,28.13,21.85,35.29,5.28,247.3,5.184,1012.0335447571954,1,1962,0,1,1,0,Price_Floor
2023-04-10,2200.0,2000.0,2400.0,1,1,1,29.06,21.94,37.08,0.63,90.2,11.448,1014.0601717966543,1,1962,0,1,1,0,Price_Floor
2023-05-23,2050.0,1950.0,2150.0,1,1,1,27.95,22.02,35.1,0.5,252.5,8.82,1013.8468426346061,1,1962,0,1,1,0,Price_Floor
2023-06-02,2000.0,1970.0,2030.0,1,1,1,26.61,22.89,32.86,5.28,251.1,9.54,1012.1402093382195,1,2090,0,1,1,0,Price_Floor
2023-06-03,2000.0,1970.0,2030.0,1,1,1,27.33,22.92,33.61,0.8,252.6,11.664000000000001,1011.7135510141229,1,2090,0,1,1,0,Price_Floor
2023-06-04,2010.0,2000.0,2020.0,1,1,1,26.01,22.75,30.87,1.62,256.7,10.584,1011.8202155951471,1,2090,0,1,1,0,Price_Floor
2023-06-06,1970.0,1950.0,1990.0,1,1,1,26.82,22.51,32.95,1.0,250.3,14.796000000000001,1010.9668989469538,1,2090,0,1,1,0,Price_Floor
2023-06-07,1970.0,1950.0,1990.0,1,1,1,26.23,23.24,31.3,4.76,254.9,15.659999999999998,1010.9668989469538,1,2090,0,1,1,0,Price_Floor
2023-06-08,1970.0,1950.0,1990.0,1,1,1,26.12,23.2,31.38,3.05,257.2,15.3,1011.2868926900263,1,2090,0,1,1,0,Price_Floor
2023-06-09,1980.0,1970.0,1990.0,1,1,1,26.14,22.68,31.51,1.75,258.1,17.568,1010.5402406228573,1,2090,0,1,1,0,Price_Floor
2023-06-12,1930.0,1910.0,1950.0,1,1,1,26.05,22.8,30.86,6.42,255.0,15.192,1010.326911460809,1,2090,0,1,1,0,Price_Floor
2023-06-13,1980.0,1970.0,2000.0,1,1,1,26.1,22.7,30.59,3.77,255.8,15.803999999999998,1010.8602343659296,1,2090,0,1,1,0,Price_Floor
2023-06-14,1940.0,1920.0,1960.0,1,1,1,25.21,22.26,28.73,1.23,254.8,13.968,1012.0335447571954,1,2090,0,1,1,0,Price_Floor
2023-06-16,1970.0,1950.0,2000.0,1,1,1,27.25,22.55,33.63,0.2,265.1,17.28,1011.1802281090022,1,2090,0,1,1,0,Price_Floor
2023-06-20,1980.0,1970.0,2000.0,1,1,1,26.27,21.87,32.43,10.16,263.8,9.648000000000001,1009.9002531367123,1,2090,0,1,1,0,Price_Floor
2023-06-21,1970.0,1950.0,2000.0,1,1,1,26.27,22.25,32.45,12.07,250.3,11.412,1010.1135822987605,1,2090,0,1,1,0,Price_Floor
2023-06-22,2060.0,1900.0,2250.0,2,2,2,25.17,21.82,30.62,8.3,257.6,11.232000000000001,1010.4335760418331,1,2090,0,1,1,0,Price_Floor
2023-06-23,1970.0,1950.0,2000.0,1,1,1,24.48,20.93,29.47,0.7,268.1,14.256,1010.8602343659296,1,2090,0,1,1,0,Price_Floor
2023-06-26,2000.0,1970.0,2050.0,1,1,1,24.17,20.18,29.84,1.28,263.2,14.904,1010.8602343659296,1,2090,0,1,1,0,Price_Floor
2023-06-27,2100.0,2070.0,2130.0,1,1,1,24.46,20.02,29.91,4.86,257.4,14.868,1011.7135510141229,1,2090,0,1,1,0,Price_Floor
2023-06-30,2090.0,1620.0,2140.0,1,1,1,24.5,20.22,29.59,0.74,260.8,13.68,1012.3535385002677,1,2090,0,1,1,0,Price_Floor
2023-07-04,2090.0,2055.0,2127.5,2,2,2,24.49,22.02,28.62,12.95,255.7,26.388,1009.1536010695432,1,2090,0,1,1,0,Price_Floor
2023-07-06,2110.0,2100.0,2130.0,1,1,1,23.94,21.15,27.64,8.91,259.8,20.232,1010.7535697849056,1,2090,0,1,1,0,Price_Floor
2023-07-07,2120.0,2100.0,2140.0,1,1,1,23.92,21.05,27.67,10.54,253.6,18.828000000000003,1012.3535385002677,1,2090,0,1,1,0,Price_Floor
2023-07-10,2130.0,2120.0,2150.0,1,1,1,25.25,21.68,30.25,6.04,265.7,10.332,1011.3935572710504,1,2090,0,1,1,0,Price_Floor
2023-07-11,2180.0,2100.0,2250.0,1,1,1,24.65,20.65,29.81,1.7,270.5,12.096,1011.2868926900263,1,2090,0,1,1,0,Price_Floor
2023-07-12,2230.0,2200.0,2260.0,1,1,1,24.42,19.65,30.56,0.59,271.4,14.832,1011.3935572710504,1,2090,0,1,1,0,Price_Floor
2023-07-13,2260.0,2220.0,2300.0,1,1,1,24.4,19.69,29.8,2.46,269.8,15.408000000000001,1012.2468739192437,1,2090,0,1,1,0,Price_Floor
2023-07-14,2280.0,2260.0,2300.0,1,1,1,24.47,20.89,30.28,0.17,267.5,16.272,1012.7801968243646,1,2090,0,1,1,0,Price_Floor
2023-07-17,2185.0,2050.0,2250.0,2,2,2,25.16,21.69,29.26,1.12,260.3,17.244,1011.2868926900263,1,2090,0,1,1,0,Price_Floor
2023-07-18,2280.0,2250.0,2300.0,1,1,1,24.59,22.18,28.13,5.76,260.5,22.248,1010.8602343659296,1,2090,0,1,1,0,Price_Floor
2023-07-19,2250.0,2220.0,2270.0,1,1,1,24.75,22.17,29.21,3.6,262.3,24.588,1009.5802593936398,1,2090,0,1,1,0,Price_Floor
2023-07-20,2240.0,2200.0,2270.0,1,1,1,25.02,21.94,29.64,1.45,263.9,25.236,1009.4735948126156,1,2090,0,1,1,0,Price_Floor
2023-07-21,2240.0,2200.0,2270.0,1,1,1,24.56,21.87,28.73,3.5,263.9,25.344,1010.9668989469538,1,2090,0,1,1,0,Price_Floor
2023-07-24,2175.0,2010.0,2385.0,2,2,2,23.3,20.69,27.56,12.28,260.2,22.176000000000002,1011.5002218520746,1,2090,0,1,1,0,Price_Floor
2023-07-25,2270.0,2250.0,2300.0,1,1,1,22.68,19.72,26.43,4.81,269.6,16.56,1012.1402093382195,1,2090,0,1,1,0,Price_Floor
2023-07-26,2180.0,2150.0,2200.0,1,1,1,23.84,19.69,28.53,4.01,262.5,21.096,1012.9935259864129,1,2090,0,1,1,0,Price_Floor
2023-07-27,2200.0,2150.0,2220.0,1,1,1,23.92,20.57,28.78,1.0,274.9,20.916,1013.100190567437,1,2090,0,1,1,0,Price_Floor
2023-07-28,2225.0,2160.0,2300.0,2,2,2,24.34,20.62,30.04,0.33,271.4,18.720000000000002,1012.5668676623163,1,2090,0,1,1,0,Price_Floor
2023-07-31,2270.0,2250.0,2300.0,1,1,1,25.28,21.23,30.83,0.28,266.9,19.656,1011.7135510141229,1,2090,0,1,1,0,Price_Floor
2023-08-01,2280.0,2250.0,2310.0,1,1,1,25.21,21.21,31.25,0.05,267.8,19.44,1011.9268801761713,1,2090,0,1,1,0,Price_Floor
2023-08-02,2175.0,2060.0,2350.0,2,2,2,24.57,21.15,29.37,1.11,263.2,17.964000000000002,1012.5668676623163,1,2090,0,1,1,0,Price_Floor
2023-08-04,2270.0,2250.0,2310.0,1,1,1,25.27,21.15,30.97,0.5,265.3,17.496000000000002,1014.0601717966543,1,2090,0,1,1,0,Price_Floor
2023-08-05,2250.0,2200.0,2305.0,2,2,2,25.6,21.08,31.47,0.18,268.6,16.740000000000002,1014.8068238638234,1,2090,0,1,1,0,Price_Floor
2023-08-06,2200.0,2100.0,2305.0,2,2,2,25.9,21.55,31.91,1.03,264.0,15.156,1013.100190567437,1,2090,0,1,1,0,Price_Floor
2023-08-07,2270.0,2200.0,2310.0,1,1,1,25.69,21.18,31.91,0.11,265.8,13.644,1011.6068864330989,1,2090,0,1,1,0,Price_Floor
2023-08-08,2275.0,2225.0,2350.0,2,2,2,25.09,21.03,30.61,5.91,267.8,12.06,1012.3535385002677,1,2090,0,1,1,0,Price_Floor
2023-08-09,2275.0,2225.0,2350.0,2,2,2,25.35,21.33,30.64,4.52,265.4,10.764000000000001,1013.4201843105095,1,2090,0,1,1,0,Price_Floor
2023-08-10,2100.0,1975.0,2225.0,2,2,2,24.91,21.82,29.04,6.04,266.3,7.74,1013.5268488915335,1,2090,0,1,1,0,Price_Floor
2023-08-11,2110.0,1995.0,2190.0,2,2,2,25.9,21.69,30.65,5.15,261.2,7.848000000000001,1012.5668676623163,1,2090,0,1,1,0,Price_Floor
2023-08-14,2300.0,2250.0,2350.0,1,1,1,25.26,20.6,30.99,0.06,259.3,12.996,1012.7801968243646,1,2090,0,1,1,0,Price_Floor
2023-08-15,2270.0,2250.0,2300.0,1,1,1,24.91,20.31,30.99,0.1,257.1,12.888,1013.2068551484612,1,2090,0,1,1,0,Price_Floor
2023-08-16,2270.0,2250.0,2300.0,1,1,1,25.78,20.03,32.36,0.01,254.3,14.148000000000001,1012.9935259864129,1,2090,0,1,1,0,Price_Floor
2023-08-17,2270.0,2250.0,2300.0,1,1,1,25.66,21.37,31.84,0.03,259.2,16.884,1012.9935259864129,1,2090,0,1,1,0,Price_Floor
2023-08-18,2250.0,2200.0,2300.0,1,1,1,24.92,20.99,30.25,0.29,260.0,17.136,1012.1402093382195,1,2090,0,1,1,0,Price_Floor
2023-08-21,2260.0,2225.0,2325.0,2,2,2,26.96,20.92,33.69,0.16,269.3,11.412,1010.2202468797847,1,2090,0,1,1,0,Price_Floor
2023-08-22,2270.0,2250.0,2300.0,1,1,1,26.34,22.23,32.58,4.24,257.6,9.684,1010.8602343659296,1,2090,0,1,1,0,Price_Floor
2023-08-23,2050.0,1945.0,2185.0,2,2,2,26.16,21.86,33.41,1.95,259.9,12.420000000000002,1011.0735635279781,1,2090,0,1,1,0,Price_Floor
2023-08-24,2120.0,2045.0,2215.0,2,2,2,25.96,21.61,32.77,0.1,258.3,13.932,1010.9668989469538,1,2090,0,1,1,0,Price_Floor
2023-08-25,2300.0,2250.0,2350.0,1,1,1,25.26,21.17,31.49,0.0,259.3,11.520000000000001,1011.7135510141229,1,2090,0,1,1,0,Price_Floor
2023-08-26,2135.0,2040.0,2220.0,2,2,2,26.09,21.1,32.61,0.34,257.7,11.376000000000001,1012.5668676623163,1,2090,0,1,1,0,Price_Floor
2023-08-27,2300.0,2250.0,2350.0,1,1,1,25.99,21.48,32.34,0.42,261.9,11.772,1012.6735322433403,1,2090,0,1,1,0,Price_Floor
2023-08-28,2300.0,2250.0,2350.0,1,1,1,26.4,21.63,33.79,0.3,259.9,12.276000000000002,1012.0335447571954,1,2090,0,1,1,0,Price_Floor
2023-08-29,2330.0,2300.0,2350.0,1,1,1,25.57,21.77,31.64,9.59,258.8,11.448,1011.2868926900263,1,2090,0,1,1,0,Price_Floor
2023-08-30,2240.0,2115.0,2330.0,2,2,2,24.49,22.18,28.59,5.91,251.9,13.068,1011.8202155951471,1,2090,0,1,1,0,Price_Floor
2023-08-31,2263.333333,2106.666667,2336.666667,3,3,3,25.33,22.17,30.68,10.69,243.2,11.700000000000001,1011.9268801761713,1,2090,0,1,1,0,Price_Floor
2023-09-01,2200.0,1900.0,2350.0,1,1,1,25.3,22.07,29.81,15.23,258.8,9.504000000000001,1012.0335447571954,1,2090,0,1,1,0,Price_Floor
2023-09-02,2300.0,2250.0,2350.0,1,1,1,24.37,21.31,28.52,6.44,252.9,13.788,1012.0335447571954,1,2090,0,1,1,0,Price_Floor
2023-09-03,2275.0,2225.0,2350.0,2,2,2,23.92,21.17,28.84,4.59,251.5,16.128000000000004,1010.8602343659296,1,2090,0,1,1,0,Price_Floor
2023-09-04,2286.666667,2136.666667,2346.666667,3,3,3,23.48,20.63,27.67,0.62,264.6,15.588000000000001,1009.7935885556882,1,2090,0,1,1,0,Price_Floor
2023-09-05,2276.666667,2130.0,2353.333333,3,3,3,23.68,20.44,28.33,5.56,255.0,16.956,1010.2202468797847,1,2090,0,1,1,0,Price_Floor
2023-09-06,2300.0,2250.0,2350.0,1,1,1,23.33,20.21,27.01,6.28,249.5,13.788,1011.2868926900263,1,2090,0,1,1,0,Price_Floor
2023-09-07,2276.666667,2130.0,2336.666667,3,3,3,23.4,20.52,27.75,7.36,249.1,14.868,1012.2468739192437,1,2090,0,1,1,0,Price_Floor
2023-09-08,2180.0,1996.666667,2240.0,3,3,3,24.45,20.41,29.15,0.78,250.6,16.812,1012.5668676623163,1,2090,0,1,1,0,Price_Floor
2023-09-09,2270.0,2143.333333,2330.0,3,3,3,24.65,21.56,29.99,4.06,254.2,17.532,1012.0335447571954,1,2090,0,1,1,0,Price_Floor
2023-09-10,2250.0,2200.0,2280.0,1,1,1,23.43,20.14,28.31,5.76,249.3,18.215999999999998,1011.8202155951471,1,2090,0,1,1,0,Price_Floor
2023-09-11,2230.0,2020.0,2305.0,2,2,2,23.76,20.12,29.14,2.47,261.8,15.768,1012.3535385002677,1,2090,0,1,1,0,Price_Floor
2023-09-12,2300.0,2070.0,2335.0,2,2,2,24.44,20.56,29.62,1.45,261.9,14.004000000000001,1012.2468739192437,1,2090,0,1,1,0,Price_Floor
2023-09-13,2260.0,2083.333333,2360.0,3,3,3,25.34,21.35,31.3,0.59,263.6,15.264000000000001,1011.8202155951471,1,2090,0,1,1,0,Price_Floor
2023-09-14,2230.0,2022.5,2355.0,4,3,4,23.99,20.42,28.38,2.75,253.9,14.976,1012.2468739192437,1,2090,0,1,1,0,Price_Floor
2023-09-15,2226.666667,2053.333333,2353.333333,3,2,3,23.52,20.25,27.47,4.87,247.8,15.876000000000001,1012.9935259864129,1,2090,0,1,1,0,Price_Floor
2023-09-18,2300.0,2250.0,2350.0,1,1,1,24.94,21.25,30.54,14.85,255.2,13.788,1011.6068864330989,1,2090,0,1,1,0,Price_Floor
2023-09-19,2240.0,2055.0,2377.5,4,3,4,24.85,21.61,29.64,11.77,252.8,13.212,1012.7801968243646,1,2090,0,1,1,0,Price_Floor
2023-09-20,2168.333333,2013.333333,2305.0,6,4,6,24.41,21.34,29.38,2.51,257.2,11.556000000000001,1012.8868614053886,1,2090,0,1,1,0,Price_Floor
2023-09-21,2247.5,2055.0,2342.5,4,2,4,23.94,21.19,28.51,6.34,256.7,8.892000000000001,1012.9935259864129,1,2090,0,1,1,0,Price_Floor
2023-09-22,2218.333333,2015.0,2360.0,6,3,6,24.5,21.2,29.4,5.9,250.5,10.44,1012.5668676623163,1,2090,0,1,1,0,Price_Floor
2023-09-23,2225.0,2075.0,2350.0,2,2,2,24.5,21.22,29.52,3.98,249.9,13.14,1012.8868614053886,1,2090,0,1,1,0,Price_Floor
2023-09-24,2300.0,2250.0,2350.0,1,1,1,23.84,21.54,27.26,1.97,259.5,10.656,1012.5668676623163,1,2090,0,1,1,0,Price_Floor
2023-09-25,2233.333333,2050.0,2340.0,3,2,3,24.83,21.37,29.87,0.75,265.5,11.124,1011.5002218520746,1,2090,0,1,1,0,Price_Floor
2023-09-26,2252.5,2030.0,2365.0,4,2,4,24.8,21.21,30.5,3.03,253.1,13.176,1011.6068864330989,1,2090,0,1,1,0,Price_Floor
2023-09-27,2226.0,1982.0,2390.0,5,3,5,24.15,20.45,30.12,3.2,256.8,14.004000000000001,1011.9268801761713,1,2090,0,1,1,0,Price_Floor
2023-09-28,2225.0,2075.0,2350.0,2,2,2,24.08,20.55,28.98,6.38,242.5,15.947999999999999,1012.0335447571954,1,2090,0,1,1,0,Price_Floor
2023-09-29,2216.666667,2050.0,2350.0,3,2,3,23.01,20.37,26.74,4.86,239.1,16.668,1012.2468739192437,1,2090,0,1,1,0,Price_Floor
2023-09-30,2150.0,1900.0,2350.0,1,1,1,24.41,20.36,28.91,8.78,242.6,17.244,1012.6735322433403,1,2090,0,1,1,0,Price_Floor
2023-10-01,2150.0,1900.0,2350.0,1,1,1,24.62,22.17,28.57,9.2,244.0,17.784000000000002,1012.5668676623163,1,2090,1,1,1,1,Upward
2023-10-02,2225.0,2075.0,2350.0,2,2,2,24.58,21.33,29.24,2.1,247.6,14.04,1013.100190567437,1,2090,1,1,1,1,Upward
2023-10-03,2212.5,2062.5,2325.0,4,3,4,24.95,21.08,30.88,0.24,254.2,12.132000000000001,1013.4201843105095,1,2090,1,1,1,1,Upward
2023-10-04,2225.0,2075.0,2325.0,4,3,4,24.99,20.44,31.42,0.08,257.8,11.484,1013.4201843105095,1,2090,1,1,1,1,Upward
2023-10-05,2233.333333,2066.666667,2330.0,3,2,3,24.38,18.51,31.83,0.15,262.2,10.728,1012.7801968243646,1,2090,1,1,1,1,Upward
2023-10-06,2200.0,2066.666667,2333.333333,3,2,3,24.24,18.2,31.6,0.09,264.4,10.152,1012.3535385002677,1,2090,1,1,1,1,Upward
2023-10-07,2160.0,2075.0,2275.0,2,2,2,24.45,18.9,31.74,0.8,254.5,7.488,1012.4602030812921,1,2090,1,1,1,1,Upward
2023-10-08,2160.0,2075.0,2275.0,2,2,2,25.29,20.01,31.85,8.93,253.4,8.136,1013.740178053582,1,2090,1,1,1,1,Upward
2023-10-09,2173.333333,2050.0,2300.0,3,2,3,25.0,20.87,30.92,11.52,254.4,7.524,1014.9134884448476,1,2090,1,1,1,1,Upward
2023-10-10,2150.0,2000.0,2300.0,2,1,2,24.95,20.43,30.74,6.36,269.0,9.036,1014.3801655397268,1,2090,1,1,1,1,Upward
2023-10-11,2150.0,2050.0,2255.0,4,3,4,23.6,20.21,27.61,13.09,280.0,8.1,1014.0601717966543,1,2090,1,1,1,1,Upward
2023-10-12,2140.0,2033.333333,2256.666667,3,2,3,24.4,21.33,28.46,1.46,58.1,4.248,1014.9134884448476,1,2090,1,1,1,1,Upward
2023-10-13,2173.333333,2030.0,2256.666667,3,2,3,25.07,21.24,29.41,3.39,62.0,4.824000000000001,1015.5534759309925,1,2090,1,1,1,1,Upward
2023-10-14,2165.0,2050.0,2210.0,2,2,2,24.4,21.01,28.68,30.71,16.8,3.6,1015.3401467689442,1,2090,1,1,1,1,Upward
2023-10-15,2165.0,2050.0,2210.0,2,2,2,23.3,21.7,25.49,11.31,231.6,5.6160000000000005,1013.8468426346061,1,2090,1,1,1,1,Upward
2023-10-16,2147.5,2050.0,2217.5,4,3,4,24.14,20.84,28.9,16.1,259.3,6.5520000000000005,1014.3801655397268,1,2090,1,1,1,1,Upward
